CustomerID,CustomerName,Age,Gender,Country,SignupDate,AnnualIncome,Churn,Category_1,Value_2,Metric_3,Category_4,Value_5,Metric_6,Category_7,Value_8,Metric_9,Category_10,Value_11,Metric_12,Category_13,Value_14,Metric_15,Category_16,Value_17,Metric_18,Category_19,Value_20,Metric_21,Category_22,Value_23,Metric_24,Category_25,Value_26,Metric_27,Category_28,Value_29,Metric_30,Category_31,Value_32,Metric_33,Category_34,Value_35,Metric_36,Category_37,Value_38,Metric_39,Category_40,Value_41,Metric_42,Category_43,Value_44,Metric_45,Category_46,Value_47,Metric_48,Category_49,Value_50,Metric_51,Category_52,Value_53,Metric_54,Category_55,Value_56,Metric_57,Category_58,Value_59,Metric_60,Category_61,Value_62,Metric_63,Category_64,Value_65,Metric_66,Category_67,Value_68,Metric_69,Category_70,Value_71,Metric_72,Category_73,Value_74,Metric_75,Category_76,Value_77,Metric_78,Category_79,Value_80,Metric_81,Category_82,Value_83,Metric_84,Category_85,Value_86,Metric_87,Category_88,Value_89,Metric_90,Category_91,Value_92,Metric_93,Category_94,Value_95,Metric_96,Category_97,Value_98,Metric_99,Category_100,Value_101,Metric_102,Category_103,Value_104,Metric_105,Category_106,Value_107,Metric_108,Category_109,Value_110,Metric_111,Category_112,Value_113,Metric_114,Category_115,Value_116,Metric_117,Category_118,Value_119,Metric_120,Category_121,Value_122,Metric_123,Category_124,Value_125,Metric_126,Category_127,Value_128,Metric_129,Category_130,Value_131,Metric_132,Category_133,Value_134,Metric_135,Category_136,Value_137,Metric_138,Category_139,Value_140,Metric_141,Category_142,Value_143,Metric_144,Category_145,Value_146,Metric_147,Category_148,Value_149,Metric_150,Category_151,Value_152,Metric_153,Category_154,Value_155,Metric_156,Category_157,Value_158,Metric_159,Category_160,Value_161,Metric_162,Category_163,Value_164,Metric_165,Category_166,Value_167,Metric_168,Category_169,Value_170,Metric_171,Category_172,Value_173,Metric_174,Category_175,Value_176,Metric_177,Category_178,Value_179,Metric_180,Category_181,Value_182,Metric_183,Category_184,Value_185,Metric_186,Category_187,Value_188,Metric_189,Category_190,Value_191,Metric_192
2306,MICHAEL Brown,25,F,Nigeria,,,Yes,,133.6,98,LOW,269.7,N/A, medium,unknown,N/A,LOW,unknown,N/A,High,270.51,, medium,,,LOW,,70, medium,292.48,,,unknown,,High,39.45,, medium,139.35,,,unknown,,High,,7,High,unknown,67,,,N/A,,156.01,,High,,, medium,,N/A,,unknown,98,,,36,,unknown,N/A,,unknown,,High,399.42,,LOW,unknown,, medium,unknown,, medium,unknown,N/A,High,unknown,N/A,LOW,152.74,41,,unknown,,High,89.56,N/A,,,52,,unknown,, medium,unknown,N/A,,unknown,,,unknown,33,High,,49,,unknown,, medium,,N/A,LOW,485.6,, medium,,,LOW,79.8,10,High,,18,LOW,,, medium,,,High,unknown,N/A, medium,unknown,,,unknown,, medium,430.2,,High,,26,LOW,461.98,N/A, medium,261.85,,,213.16,, medium,unknown,, medium,154.29,,LOW,333.7,N/A,LOW,140.32,,LOW,unknown,,High,161.02,,High,unknown,,,,97,,,N/A, medium,201.06,, medium,59.12,N/A, medium,,
7776, Jane Smith ,30,F,KENYA,2021-01-05,,No,High,,N/A,High,unknown,, medium,,N/A,,,,High,,N/A,,,,High,,70,LOW,,, medium,,, medium,,N/A,LOW,139.35,72,,320.3,N/A,High,14.14,7, medium,397.03,67,,284.48,N/A,,,,,unknown,, medium,447.79,,,,N/A,,,36,LOW,,N/A,High,unknown,92, medium,unknown,, medium,,,,,18, medium,unknown,,LOW,,6,LOW,unknown,,High,,N/A,,,N/A,,unknown,, medium,unknown,N/A,,,85,LOW,302.73,N/A,,,,High,326.95,N/A, medium,unknown,,LOW,unknown,,LOW,,,LOW,,,High,,,,unknown,,,,,LOW,449.54,, medium,332.26,96,LOW,191.64,26, medium,,N/A, medium,430.2,,High,395.26,26,LOW,461.98,N/A,,,94,,unknown,,LOW,unknown,N/A,LOW,unknown,,,unknown,,LOW,unknown,, medium,,, medium,unknown,93, medium,,,High,288.03,,High,unknown,,LOW,201.06,,High,unknown,N/A, medium,,N/A
6864,MICHAEL Brown,25,F,,2021-01-05,,Yes,High,,,High,,N/A,High,,,LOW,,48,LOW,unknown,,LOW,unknown,, medium,409.05,,,292.48,,,unknown,N/A, medium,,N/A,High,unknown,72, medium,unknown,N/A,LOW,14.14,7, medium,,N/A,,284.48,,High,unknown,18,High,215.0,,High,,N/A, medium,,98,LOW,,,,325.81,N/A,High,unknown,92,High,,,,,,,225.66,,High,,,,46.11,, medium,,,High,145.67,N/A, medium,89.56,,,,52,,,,LOW,unknown,85,High,302.73,30,LOW,,N/A, medium,,N/A,LOW,unknown,25,High,unknown,N/A,High,unknown,, medium,333.16,94,LOW,,, medium,20.75,,LOW,136.91,N/A, medium,449.54,N/A,LOW,332.26,,High,,,High,unknown,83,,unknown,3,,unknown,,High,unknown,,,unknown,, medium,213.16,, medium,338.72,,,,,High,,N/A, medium,,, medium,,,High,161.02,93,LOW,unknown,,,unknown,N/A,,,46, medium,,97, medium,unknown,N/A,,,
8526,john doe,40,,ghana ,14-07-2020,,1,High,,,,269.7,16,,,, medium,unknown,,High,,,LOW,129.64,, medium,unknown,N/A,High,292.48,65,High,,,High,unknown,, medium,,,High,unknown,60,LOW,,N/A,High,,,,,97,,,18,High,unknown,95, medium,447.79,38,LOW,,, medium,unknown,, medium,325.81,N/A, medium,,, medium,unknown,54,High,unknown,,,,,LOW,unknown,,,,N/A,LOW,,, medium,,, medium,89.56,,LOW,313.44,N/A,LOW,254.2,, medium,unknown,,LOW,,30,,,N/A,,unknown,,LOW,unknown,,,unknown,, medium,,,LOW,unknown,N/A,High,79.8,, medium,20.75,,High,unknown,69,,,, medium,,96, medium,,,,194.3,N/A, medium,unknown,,LOW,,,LOW,461.98,20, medium,,N/A, medium,,32, medium,,N/A,,unknown,39, medium,333.7,N/A,High,,N/A,High,209.42,,,161.02,,High,unknown,N/A,,288.03,97,,,N/A,,201.06,,LOW,unknown,3,LOW,,89
9901, Jane Smith ,40,,,2021-01-05,75k,0, medium,,N/A,LOW,,16,,unknown,N/A,High,unknown,N/A,,270.51,,LOW,unknown,,High,,,,unknown,N/A, medium,302.84,,,,, medium,,,High,320.3,60,High,14.14,,,,67, medium,284.48,N/A,High,156.01,,LOW,,,High,,N/A, medium,unknown,98,High,,,LOW,,N/A,,unknown,,,,,High,unknown,23,LOW,unknown,,LOW,27.46,, medium,46.11,6, medium,,,LOW,145.67,11,High,unknown,N/A, medium,313.44,, medium,unknown,,,,,High,unknown,N/A,,unknown,, medium,unknown,49,LOW,76.35,N/A,,418.01,N/A,,,,,333.16,,LOW,unknown,10, medium,unknown,18, medium,136.91,N/A,High,449.54,,High,,N/A, medium,unknown,,,unknown,83,,,N/A,High,unknown,,,unknown,N/A,High,,N/A, medium,213.16,,High,unknown,,,unknown,39,LOW,,60,LOW,unknown,,LOW,unknown,,LOW,,93,LOW,26.47,, medium,unknown,,LOW,unknown,,,201.06,, medium,unknown,, medium,313.09,89
6575,,N/A,female,,2021-01-05,50000,,,133.6,N/A, medium,,,High,122.06,N/A,LOW,,,LOW,,12,,129.64,,LOW,unknown,70, medium,292.48,65,High,302.84,,LOW,39.45,,,,,High,320.3,,,unknown,N/A,LOW,,,,unknown,,LOW,,18,LOW,,, medium,,N/A,,124.88,,LOW,unknown,,LOW,,N/A, medium,,N/A, medium,,N/A,,unknown,N/A, medium,,18, medium,unknown,11,,,N/A,High,152.74,N/A, medium,unknown,,,89.56,,High,unknown,,High,unknown,,LOW,unknown,,LOW,,N/A,LOW,,,,,,High,,N/A, medium,418.01,N/A,High,,, medium,333.16,N/A,High,unknown,10,LOW,unknown,, medium,136.91,,LOW,unknown,,LOW,,,LOW,,26,,unknown,N/A,High,,N/A,High,395.26,,LOW,unknown,20,LOW,unknown,94,LOW,213.16,N/A,,unknown,38,,154.29,,LOW,unknown,60, medium,,,,209.42,,High,unknown,,,unknown,N/A,LOW,,N/A,High,34.08,46,High,201.06,97, medium,unknown,, medium,unknown,
6530, Jane Smith ,30,Male,KENYA,2021-01-05,100000,,,unknown,, medium,,,LOW,,N/A, medium,,,High,unknown,12, medium,129.64,N/A, medium,unknown,70,LOW,292.48,,LOW,,,LOW,,,High,unknown,N/A,High,,60,High,unknown,,High,,,LOW,unknown,N/A,High,,18,,,N/A,LOW,447.79,N/A,High,124.88,,,unknown,36,LOW,325.81,74, medium,unknown,,LOW,unknown,,,,23,,225.66,,High,unknown,11,High,46.11,,,152.74,, medium,unknown,N/A,High,,, medium,,52,,254.2,,High,unknown,,,302.73,N/A,LOW,312.26,,,,N/A,High,unknown,N/A,High,,35,LOW,unknown,,LOW,,,,,10,High,20.75,N/A,LOW,unknown,69,LOW,,15,High,unknown,, medium,unknown,26,LOW,unknown,N/A,High,430.2,N/A, medium,395.26,N/A,LOW,,N/A, medium,261.85,,,213.16,,,unknown,38, medium,154.29,N/A, medium,unknown,, medium,140.32,N/A, medium,,,High,unknown,,High,unknown,, medium,,, medium,unknown,N/A,LOW,201.06,97, medium,59.12,N/A, medium,313.09,
5413, Jane Smith ,,F,,2022/03/14,50000,0,High,133.6,, medium,269.7,16,,,,High,227.49,, medium,unknown,N/A,High,129.64,,,unknown,70,LOW,unknown,65,High,,N/A, medium,,N/A,High,unknown,,,unknown,N/A,,14.14,N/A, medium,unknown,67, medium,284.48,N/A,LOW,156.01,18,High,,,,,N/A,LOW,124.88,,,223.76,, medium,,,LOW,,,LOW,,,High,331.3,,LOW,,, medium,,N/A,High,,6,High,152.74,N/A,,unknown,11, medium,89.56,,,unknown,,High,254.2,, medium,,N/A,High,302.73,N/A,High,,33,LOW,,,,76.35,, medium,,,,485.6,N/A,High,unknown,94, medium,79.8,,LOW,unknown,18,High,136.91,,High,449.54,,,,, medium,unknown,N/A, medium,unknown,,LOW,,N/A, medium,,26, medium,,,,,,High,,N/A,LOW,unknown,N/A,,154.29,, medium,,60,LOW,unknown,51,High,209.42,94,LOW,,, medium,unknown,85,High,,, medium,unknown,,,201.06,N/A,High,59.12,,High,,
4748, Jane Smith ,N/A,female,KENYA,,,0,High,133.6,,High,,,High,unknown,,LOW,227.49,N/A,High,270.51,, medium,129.64,, medium,409.05,N/A,LOW,,,High,unknown,,LOW,unknown,,High,unknown,72, medium,320.3,, medium,unknown,7,,,,High,284.48,,LOW,156.01,, medium,,,LOW,,N/A, medium,unknown,,LOW,223.76,,LOW,325.81,, medium,unknown,,,unknown,,,unknown,N/A, medium,,N/A, medium,27.46,, medium,46.11,,,,41,High,unknown,,LOW,89.56,19,High,,N/A,,254.2,74,High,62.12,85,High,,, medium,312.26,33,High,,, medium,unknown,, medium,418.01,N/A,High,,N/A,High,,N/A,LOW,,10,,unknown,18,,136.91,N/A, medium,,,,unknown,,High,unknown,,High,194.3,83,LOW,unknown,, medium,,26,LOW,,, medium,,94,High,213.16,,,unknown,N/A, medium,154.29,39,LOW,,,,,51,,unknown,,,,93, medium,unknown,,LOW,,97, medium,unknown,,LOW,201.06,,,,, medium,,
1663, Jane Smith ,30,Male,Nigeria,14-07-2020,75k,1, medium,133.6,, medium,269.7,,High,,,LOW,,,High,,,,unknown,42,LOW,unknown,N/A,,,, medium,,,LOW,,,High,unknown,, medium,320.3,,LOW,,N/A, medium,397.03,N/A, medium,284.48,97,,unknown,18,High,unknown,95,LOW,447.79,38,High,124.88,N/A,High,unknown,N/A,,,N/A, medium,344.12,92,High,399.42,,High,,N/A,High,,18,,,,LOW,46.11,6,LOW,152.74,N/A,LOW,unknown,N/A,High,unknown,N/A,,,52,LOW,unknown,74,LOW,62.12,85, medium,,30,LOW,unknown,,,unknown,N/A,LOW,,,LOW,unknown,,,unknown,N/A,High,333.16,N/A,LOW,,,High,20.75,, medium,,, medium,,15, medium,332.26,,LOW,,26,,unknown,N/A,,430.2,N/A,High,unknown,,LOW,unknown,, medium,unknown,N/A,High,213.16,32, medium,unknown,N/A,High,154.29,N/A,High,,,LOW,unknown,,High,,,LOW,161.02,93,High,unknown,85,LOW,,,LOW,,46, medium,unknown,97, medium,,N/A,,unknown,
2998,MICHAEL Brown,N/A,M,Nigeria,14-07-2020,N/A,Yes, medium,unknown,,High,,N/A,,122.06,, medium,227.49,,High,,N/A,,,42, medium,409.05,, medium,unknown,,,,68,High,unknown,,,139.35,,LOW,unknown,60,LOW,unknown,7,,unknown,,High,unknown,,,156.01,, medium,,95,High,unknown,38,LOW,,,,223.76,36,,unknown,, medium,344.12,92, medium,,N/A,,,N/A,,,, medium,27.46,,High,46.11,,High,unknown,, medium,,N/A, medium,unknown,N/A,,,, medium,254.2,,,unknown,,High,,30,,312.26,,High,326.95,,High,76.35,,,unknown,,,,N/A, medium,,94,High,79.8,10, medium,,18, medium,136.91,69,,unknown,N/A,,unknown,,LOW,191.64,,,194.3,83, medium,,N/A,LOW,unknown,,LOW,,,,,N/A,,unknown,,,338.72,N/A,High,,,LOW,,, medium,unknown,N/A,High,unknown,N/A,High,,N/A,High,unknown,N/A,High,,,,unknown,46,High,201.06,N/A,,,, medium,,N/A
8994,john doe,,,KENYA,2022/03/14,75k,, medium,,98,High,269.7,,LOW,unknown,,High,,48,LOW,,12,High,,42,High,409.05,N/A,High,unknown,,High,unknown,, medium,unknown,,LOW,unknown,,High,320.3,60,,14.14,,,397.03,67,High,284.48,97,High,unknown,,,215.0,95, medium,447.79,N/A,LOW,,,,223.76,N/A,,325.81,N/A, medium,344.12,,LOW,unknown,54,High,unknown,N/A,LOW,unknown,,LOW,27.46,,,,,High,,,LOW,,N/A,LOW,,19,,unknown,N/A,,unknown,,High,62.12,85,High,302.73,N/A,High,312.26,N/A,,unknown,49,LOW,76.35,,High,418.01,35,High,485.6,,LOW,,,,,N/A,LOW,20.75,N/A,High,unknown,69, medium,unknown,N/A,High,unknown,,High,unknown,,,unknown,83, medium,,N/A,,395.26,,,unknown,20,,261.85,N/A,LOW,unknown,,LOW,,,LOW,,39,LOW,333.7,,LOW,unknown,,High,unknown,N/A,High,unknown,93,LOW,,,High,unknown,,,34.08,,High,unknown,N/A,High,59.12,,,unknown,N/A
2495,anna-jones,35,Male,Nigeria,,,1,,,98,,,,High,122.06,39,High,,,,unknown,12,,,42, medium,unknown,,High,,, medium,unknown,68,,,,High,,,LOW,,N/A,High,,N/A,,,,LOW,,, medium,,N/A,,,,,,N/A, medium,124.88,, medium,,36,,unknown,74,High,unknown,N/A, medium,,54, medium,,, medium,225.66,N/A,High,unknown,,High,,, medium,152.74,N/A,,145.67,,LOW,unknown,, medium,unknown,N/A, medium,unknown,74,,62.12,,LOW,unknown,,,312.26,,High,,,,,,LOW,,,,,92,High,333.16,N/A,,unknown,N/A,High,20.75,N/A, medium,,N/A, medium,unknown,15, medium,unknown,N/A,,191.64,,LOW,194.3,,High,unknown,N/A,LOW,,N/A,High,,N/A,LOW,unknown,,,213.16,N/A,,,,,154.29,39,LOW,,, medium,unknown,, medium,,94,LOW,,N/A,High,,85, medium,unknown,, medium,,46, medium,,, medium,59.12,N/A,LOW,,89
4304, Jane Smith ,35,M,ghana ,14-07-2020,75k,Yes,,,, medium,unknown,16, medium,122.06,,LOW,227.49,48, medium,270.51,,LOW,,, medium,unknown,, medium,,65,LOW,unknown,N/A, medium,39.45,89,,139.35,N/A,,,,LOW,unknown,N/A,High,397.03,,,284.48,,,,, medium,unknown,,,unknown,,High,,N/A,LOW,223.76,,LOW,,,,,,LOW,unknown,, medium,unknown,, medium,225.66,,High,unknown,, medium,46.11,N/A,,,, medium,,,,,, medium,313.44,,,254.2,N/A, medium,unknown,,,302.73,,LOW,unknown,33, medium,,N/A,,,25,,unknown,N/A,,485.6,, medium,,94,LOW,,,LOW,unknown,18,,,N/A,,449.54,N/A,LOW,332.26,,High,191.64,,High,,,,unknown,N/A,High,395.26,N/A, medium,unknown,,LOW,,94,,unknown,32,,,,LOW,154.29,,High,333.7,60,LOW,unknown,51,,unknown,, medium,,,LOW,unknown,N/A,High,288.03,97,,,N/A,,201.06,97,High,59.12,,High,313.09,
4763,,35,Male,,2021-01-05,75k,1,,unknown,98, medium,,16,LOW,unknown,N/A,LOW,227.49,48,High,,,LOW,,,LOW,unknown,,,,65, medium,,,High,unknown,,LOW,,N/A,LOW,unknown,60,,,N/A,High,unknown,,,,97,,unknown,N/A, medium,,95, medium,unknown,38, medium,124.88,,,unknown,N/A, medium,unknown,74,LOW,unknown,, medium,399.42,54,,,N/A,,225.66,18,,,,,unknown,6,LOW,,,High,145.67,11,,,,,unknown,N/A,,,,High,,N/A, medium,,, medium,312.26,N/A,High,unknown,49, medium,76.35,N/A,,,, medium,unknown,N/A,LOW,333.16,,High,79.8,N/A,High,20.75,,LOW,,69, medium,449.54,,High,332.26,,High,191.64,N/A,,194.3,83, medium,,,,395.26,26, medium,461.98,,,261.85,,,213.16,N/A,High,,, medium,154.29,N/A, medium,unknown,60, medium,140.32,, medium,unknown,,LOW,,93,,,,,unknown,97,,unknown,46,LOW,201.06,,,unknown,,LOW,unknown,
6232, Jane Smith ,35,,ghana ,14-07-2020,,,High,,,LOW,,,LOW,,,LOW,unknown,,,unknown,,LOW,,,High,unknown,,High,,N/A, medium,unknown,N/A,LOW,,,LOW,unknown,72,High,,, medium,14.14,7,High,unknown,N/A, medium,284.48,N/A, medium,156.01,,High,,,High,unknown,,LOW,124.88,N/A,High,223.76,N/A,High,,,High,unknown,N/A,High,399.42,,LOW,331.3,N/A,,,,,,,,46.11,N/A,High,152.74,, medium,145.67,11, medium,unknown,,,,N/A,LOW,254.2,74, medium,62.12,,LOW,unknown,,High,312.26,33,LOW,unknown,,,,N/A, medium,unknown,, medium,485.6,N/A,High,,94,High,unknown,10, medium,20.75,N/A,High,unknown,69,High,449.54,,LOW,,N/A,,191.64,N/A,,194.3,, medium,430.2,,LOW,unknown,N/A,LOW,461.98,20,LOW,261.85,N/A,,213.16,32,High,338.72,,LOW,unknown,, medium,333.7,,LOW,unknown,N/A, medium,unknown,94,High,,93,High,26.47,,,unknown,,LOW,,46,LOW,unknown,N/A,High,59.12,3, medium,313.09,89
2853,,25,,,2021-01-05,75k,0,,unknown,98,,269.7,16,,122.06,N/A,High,unknown,48,,unknown,,LOW,unknown,N/A,LOW,409.05,, medium,,,,302.84,N/A,,unknown,N/A,,139.35,72, medium,320.3,N/A, medium,unknown,7,,unknown,,,284.48,, medium,156.01,18,,unknown,N/A,High,447.79,38,LOW,,N/A, medium,,,,unknown,,LOW,unknown,,,,N/A, medium,,, medium,225.66,,LOW,,N/A,,unknown,,,,41,,,11,High,89.56,,High,,,,,N/A, medium,unknown,N/A,High,,,LOW,,,,,,LOW,unknown,,High,,,LOW,485.6,,High,unknown,, medium,unknown,N/A,,unknown,, medium,unknown,, medium,unknown,N/A,LOW,,N/A, medium,191.64,,LOW,,N/A,,430.2,N/A,High,unknown,26,LOW,unknown,,LOW,,,,,, medium,338.72,38,LOW,154.29,, medium,,,,140.32,51,LOW,,94,High,,N/A,,26.47,,LOW,288.03,97,High,34.08,N/A,LOW,201.06,,High,59.12,,LOW,,89
7585,MICHAEL Brown,35,female,Nigeria,2022/03/14,100000,0,LOW,,,LOW,269.7,16,,122.06,N/A, medium,unknown,48,LOW,unknown,,LOW,129.64,, medium,unknown,,High,unknown,N/A,High,302.84,N/A, medium,39.45,N/A,High,unknown,72, medium,320.3,,LOW,,N/A,,397.03,,LOW,unknown,97,,,,High,,,High,unknown,,,,N/A,LOW,unknown,,High,unknown,N/A,LOW,unknown,,High,,N/A,High,unknown,23,LOW,unknown,,,27.46,11, medium,46.11,6,LOW,152.74,N/A, medium,,,LOW,unknown,,,,,High,254.2,74, medium,,,LOW,302.73,30,LOW,,33,LOW,unknown,, medium,,25, medium,unknown,, medium,unknown,, medium,333.16,N/A,,,N/A,,unknown,N/A, medium,unknown,,High,,,LOW,,,LOW,unknown,26,LOW,,N/A,LOW,unknown,N/A,LOW,unknown,,High,unknown,,LOW,261.85,N/A,LOW,213.16,,,,38,,,39,High,333.7,,,unknown,,,unknown,94,High,161.02,N/A, medium,unknown,N/A, medium,288.03,N/A,High,,N/A,,unknown,97,,unknown,N/A, medium,313.09,N/A
2291,,,F,ghana ,2021-01-05,100000,Yes,LOW,,N/A,,,16, medium,122.06,39, medium,,, medium,,,,,,,unknown,,LOW,292.48,,LOW,302.84,N/A,LOW,39.45,,LOW,139.35,,High,320.3,60,High,,N/A, medium,unknown,N/A, medium,,97, medium,unknown,N/A, medium,unknown,,,unknown,,LOW,,,High,223.76,,High,unknown,74,High,,N/A, medium,unknown,,LOW,331.3,23,High,,N/A, medium,,11, medium,,,High,152.74,N/A,,145.67,11,,89.56,N/A,,unknown,N/A,,254.2,N/A, medium,62.12,,,unknown,30,,,N/A,,,N/A, medium,,,LOW,,N/A,High,485.6,N/A,LOW,unknown,N/A, medium,unknown,10,LOW,,18,,136.91,,High,unknown,,LOW,332.26,96,LOW,,26, medium,,,,unknown,,High,,,LOW,461.98,N/A,,unknown,94, medium,unknown,32, medium,unknown,, medium,,N/A,High,unknown,, medium,,51,LOW,209.42,,,,,LOW,unknown,, medium,,,LOW,unknown,, medium,unknown,97,High,,N/A,,313.09,89
4581,anna-jones,40,Male,Nigeria,14-07-2020,75k,No, medium,133.6,N/A, medium,unknown,,High,122.06,,High,227.49,,LOW,,N/A,High,unknown,, medium,409.05,,High,,65, medium,,N/A, medium,unknown,89,High,,,,320.3,60,,unknown,,LOW,397.03,N/A, medium,,97,High,,,LOW,,,High,unknown,N/A,LOW,,98,,unknown,36,LOW,325.81,, medium,unknown,,LOW,unknown,N/A,High,unknown,23, medium,,N/A, medium,27.46,,LOW,unknown,,,152.74,41, medium,,N/A,,89.56,N/A,,313.44,,,unknown,, medium,,, medium,unknown,30, medium,312.26,33,LOW,unknown,,High,76.35,, medium,,,,485.6,92, medium,,N/A,,79.8,N/A, medium,20.75,,LOW,136.91,,High,449.54,,High,332.26,96,,191.64,26, medium,,83,,unknown,N/A, medium,unknown,,,unknown,,High,261.85,N/A,High,unknown,,,,, medium,unknown,, medium,,N/A,,unknown,N/A,High,209.42,,LOW,,,LOW,,N/A,LOW,288.03,97,LOW,unknown,N/A,LOW,201.06,N/A,,,, medium,313.09,
8554,john doe,40,Male,,14-07-2020,N/A,Yes,,unknown,N/A,High,unknown,,,unknown,,,,N/A,,,,High,,,LOW,,,,,,High,302.84,,,39.45,N/A,High,unknown,,High,unknown,,LOW,,,High,,N/A, medium,,,LOW,,N/A,LOW,215.0,N/A,High,,,High,124.88,98,LOW,223.76,,,unknown,74,High,344.12,,LOW,,,High,,,LOW,225.66,,LOW,27.46,,LOW,,, medium,,41,LOW,,N/A,High,,N/A,,unknown,N/A,,unknown,N/A,LOW,unknown,,LOW,302.73,,LOW,312.26,N/A,,,,LOW,,, medium,,,LOW,unknown,N/A,High,unknown,,LOW,,10,LOW,,18,,,69, medium,449.54,,,332.26,,LOW,,26,High,,N/A, medium,,3,LOW,,26,High,unknown,20,High,unknown,,,unknown,, medium,unknown,,,,N/A,,unknown,N/A,,unknown,,,unknown,94,,unknown,93, medium,26.47,85,High,288.03,97,,unknown,46,,,97,,,3,High,unknown,
8280,,25,M,KENYA,14-07-2020,,No,LOW,133.6,N/A,High,269.7,,,unknown,, medium,227.49,N/A,,,,LOW,,N/A,,,, medium,292.48,N/A,High,,68, medium,,N/A, medium,unknown,72,,,N/A, medium,,,,,67,,unknown,97,LOW,156.01,18,LOW,,,,447.79,N/A,High,,,LOW,,,,,N/A,LOW,344.12,92,,unknown,N/A, medium,331.3,23,,,,High,27.46,,LOW,unknown,,High,,41,High,,11,,,, medium,313.44,,LOW,unknown,,High,,N/A,High,,N/A,,unknown,N/A,High,unknown,,,76.35,25,,418.01,, medium,485.6,, medium,unknown,,LOW,unknown,N/A,LOW,,18,LOW,,N/A, medium,449.54,,High,332.26,,,,, medium,,,High,,, medium,395.26,,LOW,461.98,,LOW,unknown,,,unknown,32, medium,unknown,N/A, medium,154.29,,,unknown,,High,,,,209.42,N/A,LOW,,,,unknown,, medium,unknown,,LOW,,,LOW,,N/A, medium,unknown,,LOW,unknown,89
2636,,35,,KENYA,2022/03/14,100000,1, medium,133.6,98,High,unknown,16,LOW,122.06,N/A,LOW,,N/A,,,12,,129.64,42,LOW,409.05,,,292.48,N/A, medium,,, medium,,,High,139.35,, medium,,,High,14.14,, medium,397.03,67,,,N/A,,unknown,, medium,unknown,,,447.79,38,,,,High,223.76,36,,,N/A,LOW,344.12,,High,unknown,54,,331.3,N/A, medium,,18,LOW,27.46,11, medium,unknown,,,152.74,41,,unknown,11, medium,unknown,N/A,,unknown,, medium,unknown,N/A,,,N/A,LOW,,,High,312.26,,,,,High,unknown,,,,N/A,,485.6,92, medium,unknown,,High,79.8,10,High,,18,,unknown,N/A,LOW,unknown,15,,332.26,, medium,unknown,N/A,High,unknown,83, medium,unknown,N/A, medium,,,High,unknown,N/A,High,unknown,94,,213.16,32,,338.72,38,High,unknown,39, medium,,60,LOW,140.32,, medium,209.42,,,unknown,,LOW,26.47,N/A,LOW,,97,,unknown,46,,,97, medium,unknown,, medium,unknown,
4696,john doe,35,Male,ghana ,2022/03/14,N/A,1,,133.6,,High,,,,,,,unknown,,LOW,,12, medium,129.64,,LOW,,70, medium,292.48,N/A,High,302.84,, medium,unknown,, medium,139.35,,,320.3,,,14.14,, medium,unknown,,,unknown,97,,,,High,215.0,,LOW,,N/A,,unknown,,LOW,unknown,N/A,High,325.81,N/A, medium,unknown,,High,unknown,N/A,,,,,225.66,,,27.46,,,unknown,,LOW,,,LOW,unknown,,High,89.56,,LOW,,, medium,unknown,N/A,,unknown,85,High,,30,,312.26,33,LOW,326.95,,LOW,,25,LOW,418.01,35,High,,,High,,94,High,,,High,,,LOW,unknown,69,,449.54,,LOW,unknown,N/A,,191.64,, medium,unknown,83, medium,430.2,,,unknown,N/A, medium,,20,LOW,,,High,,N/A,High,unknown,,,unknown,N/A,,333.7,N/A,LOW,140.32,N/A,High,,, medium,unknown,, medium,,N/A,LOW,288.03,,High,,, medium,unknown,97,High,unknown,,,313.09,N/A
1698,anna-jones,35,,Nigeria,,75k,,High,unknown,98,High,269.7,,,122.06,,,unknown,48, medium,,, medium,129.64,,High,409.05,N/A,LOW,292.48,65, medium,unknown,,LOW,39.45,N/A,LOW,unknown,72,High,unknown,N/A,LOW,14.14,, medium,397.03,, medium,284.48,N/A,High,156.01,N/A,,unknown,95,,unknown,,,,,High,unknown,36,,325.81,N/A,High,,92,High,,N/A,High,331.3,,High,unknown,,High,unknown,N/A,,unknown,,LOW,152.74,,,145.67,N/A,LOW,unknown,N/A,,313.44,,LOW,unknown,,LOW,62.12,, medium,302.73,,High,unknown,,LOW,326.95,49,LOW,,,,418.01,,,485.6,92,High,333.16,,High,79.8,,High,20.75,, medium,136.91,,,unknown,,,,,LOW,,,,,, medium,unknown,N/A,,,,LOW,461.98,,High,261.85,,LOW,,32,LOW,338.72,N/A,,,,,unknown,N/A,,140.32,51, medium,unknown,,High,unknown,, medium,unknown,,,,97,LOW,unknown,,LOW,unknown,,High,59.12,,LOW,313.09,N/A
